id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max,Teff,Tefff,Radius,Mass
98454,98767,190360,7670,Gl 777A,,,20.060373,29.896805,15.8579,683.32,-524.06,-45.9,5.73,4.729,G6IV+...,0.749,7.060984,-11.795308,7.903998,0.00003448,0.00004467,-0.00005832,5.251793474,0.521797692,3.31E-06,-2.54E-06,,,Cyg,1,98454,Gl 777,1.117892391,,,,5439.345533,5439.345533,1.192645679,1.032353826
113872,114233,,,Gl 889.1,,,23.135267,3.328987,15.8579,492.52,254.78,32,10.9,9.899,M1V:,1.49,15.427469,-3.553485,0.920871,0.00003923,0.00002982,0.00002145,6.05679882,0.058101786,2.39E-06,1.24E-06,,,Psc,1,113872,,0.009558726,,10.957,10.847,3808.609875,3808.609875,0.224942627,0.264832593
63630,63833,113538,,Gl 496.1,,,13.082714,-52.442923,15.8655,-785.7,-795.48,37.8,9.05,8.048,K8V,1.362,-9.285181,-2.704535,-12.577587,0.00000704,0.00006499,-0.00006794,3.425046501,-0.915301682,-3.81E-06,-3.86E-06,,,Cen,1,63630,,0.052577508,,,,4013.617362,4013.617362,0.475042866,0.431036736
118351,,,,Gl 188B,,,5.124227,18.647141,15.868,529.27,27.74,0,5.7,4.697,G4 V,,3.416956,14.641592,5.073618,-0.0000398,0.00000859,0.00000202,1.341519477,0.325454002,0.000002566,1.34E-07,,,Tau,2,23780,Gl 188,1.151330474,,,,10125.23719,0,0,1.041083862
118211,,,,NN 3218,,,3.363201,-6.673064,15.873,302.05,-69.73,0,11.37,10.367,M2,1.5,10.039098,12.155922,-1.844504,-0.00001832,0.00001432,-0.00000533,0.880483892,-0.11646694,1.46E-06,-3.38E-07,,,Eri,1,118211,,0.00621155,,,,3793.506494,3793.506494,0.182777639,0.234145443
118272,,,,NN 3261,,,4.094071,5.74431,15.873,83.88,-124.36,0,12.89,11.887,dM5  e,,7.557442,13.867702,1.588717,-0.00000521,0.00000393,-0.00000952,1.071825247,0.10025713,4.07E-07,-6.03E-07,,,,1,118272,,0.001531793,,,,10125.23719,0,0,0.156953661
118313,,,,NN 3294,,,4.506696,17.497263,15.873,64.44,-27.35,0,14.57,13.567,k-m,1.75,5.768745,13.996361,4.772379,-0.00000434,0.00000247,-0.00000201,1.179850307,0.305384856,3.12E-07,-1.33E-07,,,,1,118313,,0.000325987,,,,3452.508366,3452.508366,0.050551657,0.100872204
118342,,,,NN 3320,,,5.020879,24.875432,15.873,225,-389.71,0,11.51,10.507,M2.5,1.48,3.650927,13.929877,6.676928,-0.00001355,0.00001659,-0.0000272,1.31446298,0.434158188,1.09E-06,-1.89E-06,,,Tau,1,118342,,0.005460093,,,,3823.838842,3823.838842,0.168657475,0.225676182
118535,,,,NN 3492,,,8.227962,-76.146703,15.873,-326.96,561.78,0,11.85,10.847,k-m,,-2.092422,3.172723,-15.411286,-0.00000212,0.00004889,0.00001034,2.154075316,-1.329010677,-1.59E-06,2.72E-06,,,Cha,1,118535,,0.003992087,,,,10125.23719,0,0,0.20636145
118711,,,,NN 3625,,,10.803664,-79.467541,15.873,-451.67,-214.47,0,13.45,12.447,m,,-2.75988,0.895306,-15.605564,0.00002614,0.00002807,-0.00000302,2.828392652,-1.386970232,-2.19E-06,-1.04E-06,,,,1,118711,,0.000914534,,,,10125.23719,0,0,0.135447623
118778,,,,NN 3690B,,,11.8717,10.016774,15.873,-321.48,110.69,0,15,13.997,m,,-15.622229,0.524948,2.760893,0.00000231,0.00002467,0.00000839,3.10800385,0.174825688,-1.56E-06,5.37E-07,,,,2,118778,NN 3690,0.000219382,,,,10125.23719,0,0,0.090080099
118813,,,,Gl 461A,,,12.340518,0.583856,15.873,87.69,-20.25,4.1,10.1,9.097,M0 V,1.47,-15.809357,-1.413108,0.161748,-0.00000359,-0.0000071,-0.00000152,3.230739997,0.010190209,4.25E-07,-9.82E-08,,,Vir,1,118813,Gl 461,0.020007831,,,,3839.195018,3839.195018,0.320275998,0.32706086
118868,,,,GJ 1167A,,,13.159657,28.984276,15.873,-320.43,-185,0,14.18,13.177,dM5,1.72,-13.249999,-4.150827,7.691572,-0.00001396,0.00002147,-0.00001245,3.445190022,0.505871045,-1.55E-06,-8.97E-07,,,,1,118868,GJ 1167,0.000466874,,,,3490.044185,3490.044185,0.059202866,0.111774508
119206,,,,Gl 708.3,,,18.271822,1.520938,15.873,-398.88,-658.63,0,12.52,11.517,M5,1.61,1.128216,-15.827248,0.421305,-0.00003052,-0.00000354,-0.00005066,4.783551759,0.026545369,-1.93E-06,-3.19E-06,,,,1,119206,,0.002153773,,,,3635.220427,3635.220427,0.117204207,0.17300439
119268,,,,NN 4102,,,19.333579,-82.564103,15.873,326.11,-1217.07,0,12.7,11.697,M3.5,,0.70374,-1.92993,-15.739513,-0.00000818,0.00009584,-0.00001215,5.061519146,-1.441015433,0.000001581,-5.90E-06,,,,1,119268,,0.001824736,,,,10125.23719,0,0,0.165000677
119478,,,,NN 4262,,,22.187078,-2.544919,15.873,392.65,-76.32,0,12.14,11.137,k-m,1.56,14.104563,-7.246841,-0.704802,0.00001358,0.00002699,-0.00000587,5.808563345,-0.044417211,1.90E-06,-0.00000037,,,,1,119478,,0.003056328,,,,3705.436013,3705.436013,0.134377352,0.191199038
119497,,,,GJ 1268,,,22.415465,52.006254,15.873,255.29,418.24,0,14.94,13.937,m+,1.81,8.942449,-3.937717,12.509162,-0.00001529,0.0000282,0.00001981,5.868355081,0.907680363,1.24E-06,2.03E-06,,,,1,119497,,0.000231846,,,,3379.885043,3379.885043,0.044483677,0.091513592
119524,,,,NN 4292,,,22.723031,22.138384,15.873,399.56,-18.84,0,15,13.997,m,,13.888832,-4.82413,5.981659,0.00001061,0.00002886,-0.00000134,5.948875587,0.386387697,1.94E-06,-9.13E-08,,,,1,119524,,0.000219382,,,,10125.23719,0,0,0.090080099
119555,,,,NN 4319,,,23.269065,6.742761,15.873,152.5,-234.83,0,13.14,12.137,k,1.63,15.475483,-2.998042,1.86368,0.00000432,0.00001112,-0.00001794,6.091826966,0.117683381,7.39E-07,-1.14E-06,,,,1,119555,,0.001216746,,,,3607.900506,3607.900506,0.089432546,0.146960283
119580,,,,NN 4355,,,23.647423,-7.691982,15.873,32.14,-38.3,0,13.26,12.257,DA,0.18,15.66321,-1.449902,-2.124561,-0.00000016,0.0000025,-0.00000292,6.190880932,-0.134250405,1.56E-07,-1.86E-07,,,,1,119580,,0.001089432,,,,8321.091831,8321.091831,0.015909047,0.142392053
82005,82256,,,Gl 637,,,16.806984,-72.976083,15.8806,-480.82,-531.34,-27,11.36,10.356,M,1.6,-1.428845,-4.424302,-15.184523,-0.00002072,0.00005629,0.00001443,4.4000582,-1.273672931,-2.33E-06,-0.000002576,,,Aps,1,82005,,0.006274802,,11.44,11.25,3649.041928,3649.041928,0.198539554,0.234824207
435,436,55,,Gl 3,,,0.088278,-67.83259,15.8881,-117.19,-560.77,41,8.49,7.485,K5V,1.076,5.993342,0.138488,-14.714076,-0.00002396,-0.00000958,-0.00005513,0.0231111,-1.183902029,-5.68E-07,-2.72E-06,,,Tuc,1,435,,0.08830799,,,,4567.372866,4567.372866,0.475413818,0.49987008
56071,56238,,,Gl 430.1,,,11.528728,22.667136,15.8932,-583.38,31.11,-5.1,10.31,9.304,,1.439,-14.554072,1.804859,6.124854,0.00001122,0.0000439,0.0000002,3.018214038,0.395616158,-2.83E-06,1.51E-07,,,Leo,1,56071,,0.01653484,,,,3887.625605,3887.625605,0.283946072,0.309721553
77524,77760,142373,5914,Gl 602,1Chi Her,,15.877903,42.451518,15.8932,438.97,629.52,-56.4,4.6,3.594,F9V,0.563,-6.184702,-9.962833,10.727031,0.00006845,0.00004613,-0.00000314,4.156825256,0.740918761,2.13E-06,0.000003052,Chi,1,Her,1,77524,,3.179801428,,,,6116.299237,6116.299237,1.590842868,1.391691123
119325,,,,Gl 777B,,,20.05721,29.865055,15.8932,670.72,-522.14,-5,14.37,13.364,M4  :,1.67,7.069471,-11.83116,7.914034,0.00005237,0.0000131,-0.00003743,5.25096535,0.521243536,3.25E-06,-2.53E-06,,,,2,98454,Gl 777,0.000393007,,,,3554.517282,3554.517282,0.052365303,0.106407321
118502,,,,NN 3463,,,7.864418,5.550087,15.9236,403.75,-402.35,0,14.75,13.74,m,1.82,-7.432398,13.998168,1.540066,-0.00002894,-0.00001196,-0.00003091,2.058899784,0.096867285,1.96E-06,-1.95E-06,,,,1,118502,,0.000277971,,,,3368.086761,3368.086761,0.049049879,0.09638287
118877,,,,GJ 1169,,,13.276085,27.872232,15.9236,-712.04,201.49,-16,13.26,12.25,m,1.65,-13.297522,-4.615074,7.443924,0.0000025,0.00005905,0.0000061,3.475670987,0.486462221,-3.45E-06,9.77E-07,,,,1,118877,,0.001096478,,,,3581.00279,3581.00279,0.086177795,0.142654571
26016,26081,,,Gl 207.1,,,5.562443,1.945398,15.9363,-241.34,-156.61,22,11.53,10.518,M2.5Ve,1.576,1.82052,15.822925,0.540998,0.00002114,0.00002062,-0.00001133,1.456244181,0.033953604,-0.00000117,-7.59E-07,,,Ori,1,26016,,0.005405054,V371,11.613,11.443,3682.662657,3682.662657,0.180917625,0.225023866
108060,108405,,,Gl 841A,,,21.961449,-51.006163,15.9719,-30.94,-373.28,-9,10.36,9.343,M0,1.51,8.652443,-5.112619,-12.413516,-0.00002554,0.00001231,-0.00001103,5.749493998,-0.890225476,-0.00000015,-1.81E-06,,,Ind,1,108060,Gl 841,0.015951444,,10.413,10.293,3778.527101,3778.527101,0.295229434,0.306559152
44167,44295,77175,,GJ 1120A,,,9.021522,15.265768,15.9744,-126.16,-317.78,-12,8.67,7.653,M0V:p...,1.285,-10.95819,10.835398,4.205979,0.00001068,0.00000318,-0.00002697,2.361828925,0.266437911,-6.12E-07,-1.54E-06,,,Cnc,1,44167,GJ 1120,0.075648444,,,,4148.438965,4148.438965,0.533378278,0.478252383
54801,54963,,,Gl 421A,,,11.255435,-18.145799,15.9923,294.43,-717.2,5,10.02,9,K7V,1.34,-14.909199,2.943565,-4.980594,0.0000078,-0.00002481,-0.00005443,2.946666122,-0.316703945,1.43E-06,-3.48E-06,,,Crt,1,54801,Gl 421,0.021877616,,10.285,9.665,4051.195837,4051.195837,0.300772591,0.33551681
107306,107649,207129,8323,Gl 838,,,21.804363,-47.303615,15.9949,165.64,-295,-6.5,5.57,4.55,G2V,0.601,9.103246,-5.896903,-11.755527,-0.00001091,0.00002237,-0.00001063,5.708368786,-0.825603827,0.000000803,-1.43E-06,,,Gru,1,107306,,1.318256739,,,,5963.63075,5963.63075,1.077415563,1.082145641
118394,,,,NN 3366,,,5.785673,-5.204348,16,556.73,-574.5,0,14.54,13.519,m,1.78,0.893593,15.908964,-1.451331,-0.00004334,-0.0000016,-0.00004438,1.514685559,-0.090833014,2.70E-06,-2.79E-06,,,,1,118394,,0.000340722,,,,3415.797871,3415.797871,0.052798368,0.102154427
119352,,,,GJ 1254,,,20.560671,61.751254,16,532.91,904.71,-29,12.52,11.499,m,1.52,4.705291,-5.932707,14.093111,-0.00001473,0.00008512,0.0000071,5.382770987,1.077762702,2.58E-06,4.39E-06,,,,1,119352,,0.002189778,,,,3763.670129,3763.670129,0.110250781,0.17382583
12896,12929,17230,,Gl 112.1,,,2.771465,11.77524,16.0102,265.49,-210.1,11.3,8.59,7.568,K5,1.269,11.725605,10.400234,3.267271,-0.00000272,0.00002513,-0.0000136,0.725567862,0.205516707,1.29E-06,-1.02E-06,,,Ari,1,12896,,0.081808796,,,,4177.651386,4177.651386,0.546940827,0.489070456
34016,34104,,,Gl 263,,,7.071586,-10.508814,16.0231,-118.4,-817.34,-87,10.95,9.926,M5,1.535,-4.361774,15.137705,-2.922259,0.00003627,-0.00009264,-0.0000462,1.85133696,-0.183413402,-0.000000574,-3.96E-06,,,Mon,1,34016,,0.009323951,,11.007,10.887,3741.610846,3741.610846,0.230190552,0.262957589
118017,,,,Gl 32B,,,0.763345,-41.909746,16.0231,237.34,-106.17,-22.6,9.06,8.036,K7 V,1.27,11.686146,2.367232,-10.702004,-0.00002592,0.00001356,0.0000093,0.19984316,-0.731463062,1.15E-06,-5.15E-07,,,Phe,2,3580,Gl  32,0.05316184,,,,4175.813009,4175.813009,0.441288542,0.43240003
118229,,,,NN 3232,,,3.508396,20.09948,16.0256,153.95,-43.56,20.2,10.79,9.766,K7 V,1.39,9.135909,11.960551,5.507571,0.00000298,0.0000236,0.00000392,0.918495922,0.350802098,7.46E-07,-2.11E-07,,,Tau,1,118229,,0.010804384,,,,3966.828689,3966.828689,0.220453932,0.274265658
17397,17439,23484,,Gl 152,,,3.735872,-38.281772,16.0282,209.08,288.19,32,6.99,5.966,K1V,0.87,7.028771,10.43559,-9.930118,0.00000863,0.00004189,-0.0000027,0.978049029,-0.668142972,1.01E-06,1.40E-06,,,Eri,1,17397,,0.35776677,,,,5078.230006,5078.230006,0.77406958,0.745516299
48340,48477,,,Gl 372,,,9.886606,-3.690111,16.0436,-103.34,-460.01,0,10.53,9.503,M0,1.503,-13.621639,8.413195,-1.032567,0.00000618,0.00000563,-0.0000357,2.588307372,-0.064404587,-0.000000501,-2.23E-06,,,Sex,1,48340,,0.013765754,,,,3788.999729,3788.999729,0.272744241,0.293919617
64938,65143,,,Gl 508.2,,,13.349442,34.278944,16.0436,486.05,-297.4,-23,10.62,9.593,M0,1.512,-12.438011,-4.586621,9.036,0.00001909,-0.00003325,-0.00003236,3.494875715,0.598280438,2.36E-06,-1.44E-06,,,CVn,1,64938,,0.012670682,,,,3775.545963,3775.545963,0.26353919,0.287040286
70313,70536,,,Gl 548B,,,14.429614,23.620474,16.0488,795.23,-1119.15,7.7,9.98,8.953,M2,1.452,-11.828627,-8.734969,6.430405,0.00000288,-0.00007478,-0.00007662,3.777664135,0.412255049,3.86E-06,-5.43E-06,,,Boo,2,70306,Gl 548,0.022845465,,,,3867.161998,3867.161998,0.337302846,0.33969231
110649,110996,213042,,Gl 862,,,22.48756,-30.018408,16.0617,221.82,-813,7.4,7.65,6.621,K4V,1.08,12.831293,-5.363897,-8.035352,-0.00001651,0.00002562,-0.0000586,5.887229505,-0.523920057,1.08E-06,-3.94E-06,,,PsA,1,110649,,0.195704134,,,,4558.520176,4558.520176,0.710488368,0.627480162
44120,44248,76943,3579,Gl 332A,,,9.010685,41.782911,16.0694,-487.67,-219.29,27.1,3.96,2.93,F5V,0.463,-8.496677,8.449391,10.707365,0.00000406,0.00004954,0.00000573,2.358991942,0.729249367,-2.36E-06,-1.06E-06,,,Lyn,1,44120,Gl 332,5.861381645,,,,6561.60211,6561.60211,1.876657211,1.65740472
111042,111391,,,,,,22.566801,-25.242427,16.0772,-122.39,-302.87,0,11.25,10.219,,1.494,13.530328,-5.329198,-6.856109,-0.00001286,-0.00000519,-0.00002135,5.907974582,-0.440563458,-5.93E-07,-1.47E-06,,,PsA,1,111042,,0.007118689,,11.329,11.169,3802.553542,3802.553542,0.194739508,0.243444522
119008,,,,Gl 579,,,15.12336,24.934573,16.0772,-870.36,492.42,-69.6,10.09,9.059,K7 V,1.41,-9.968438,-10.633576,6.776375,0.0000057,0.00010529,0.0000048,3.959286375,0.435190402,-4.22E-06,2.39E-06,,,Boo,1,119008,,0.020720489,,,,3934.098141,3934.098141,0.310394742,0.330347807
81848,82099,,,NN 3972,,,16.770488,16.478015,16.0823,-344.3,-464.94,0,11.74,10.708,M:,2.4,-4.878777,-14.629722,4.561703,-0.00002872,-0.00000126,-0.00003476,4.390503538,0.287595622,-1.67E-06,-2.25E-06,,,Her,1,81848,,0.004537326,,11.855,11.655,2803.663902,2803.663902,0.285991303,0.214049531
119494,,,,Gl 856B,,,22.391345,32.458208,16.0823,234.03,-218.24,0,11.6,10.568,,,12.384308,-5.547349,8.631118,0.00001579,0.00001292,-0.00001436,5.86204053,0.566502601,1.13E-06,-1.06E-06,,,Peg,2,110180,Gl 856,0.005161786,,,,10125.23719,0,0,0.222082473
114049,114411,,,Gl 891,,,23.171027,-25.931319,16.0849,716.81,19.43,0,11.27,10.238,,1.566,14.126141,-3.114725,-7.033821,0.00001268,0.00005444,0.00000136,6.066160739,-0.452586891,3.48E-06,9.42E-08,,,Scl,1,114049,,0.006995198,,11.347,11.177,3696.861826,3696.861826,0.204238825,0.24223036
94444,94739,179930,,Gl 750A,,,19.278574,-45.889345,16.0979,215.69,-412.86,-36.8,9.38,8.346,K9V...,1.432,3.680929,-10.582772,-11.558006,-0.00000031,0.00005212,0.0000046,5.047118893,-0.800920163,1.05E-06,-2.00E-06,,,Tel,1,94444,Gl 750,0.039957656,,,,3898.738149,3898.738149,0.438890926,0.398526444
118908,,,,GJ 1174,,,13.66977,43.772575,16.1031,-1100.12,298.89,-42,12.76,11.725,M3,1.64,-10.533571,-4.920992,11.138601,0.00000634,0.00009777,-0.00001286,3.578737517,0.763975549,-5.33E-06,1.45E-06,,,,1,118908,,0.001778279,,,,3594.399505,3594.399505,0.108931126,0.16378936
119248,,230017,,Gl 734A,,,18.915141,10.973126,16.1031,119.54,-10.46,-26.8,9.44,8.405,dM0,1.36,3.751056,-15.355827,3.064941,0.00000272,0.0000282,-0.00000602,4.951972344,0.191517182,5.80E-07,-5.07E-08,,,Aql,1,119248,Gl 734,0.037844259,,,,4017.003511,4017.003511,0.402346581,0.392386708
119249,,,,Gl 734B,,,18.915141,10.973126,16.1031,119.54,-10.46,0,12.3,11.265,,,3.751375,-15.357134,3.065202,0.0000091,0.00000206,-0.0000008,4.951972344,0.191517182,5.80E-07,-5.07E-08,,,,2,119248,Gl 734,0.002716439,,,,10125.23719,0,0,0.184866037
17653,17695,,,,,,3.789818,-1.972202,16.129,186.74,-271.77,0,11.59,10.552,,1.511,8.815285,13.495454,-0.555074,-0.00001262,0.00000737,-0.00002124,0.992172044,-0.034421419,9.05E-07,-1.32E-06,,,Eri,1,17653,,0.005238416,,11.692,11.492,3777.035921,3777.035921,0.169317753,0.223019508
118002,,,,GJ 2010,,,0.623595,-20.896011,16.129,-233.96,-203.38,0,14.53,13.492,DA7,0.45,14.867836,2.449012,-5.752778,-0.00000262,-0.00001897,-0.00001486,0.163256783,-0.364704184,-1.13E-06,-0.000000986,,,,1,118002,,0.000349301,,,,6624.712472,6624.712472,0.014212503,0.102882808
118052,,,,GJ 1033,,,1.223676,-22.9015,16.129,89.94,3.14,0,14.16,13.122,,1.58,14.101712,4.678785,-6.276568,-0.00000212,0.0000067,0.00000023,0.320357662,-0.399706576,0.000000436,1.52E-08,,,,1,118052,,0.000491134,,,,3677.014629,3677.014629,0.054703362,0.113404052
118176,,,,NN 3183,,,2.863772,29.488897,16.129,-73.21,-164.44,0,13.96,12.922,m,,10.275121,9.56711,7.939579,0.00000853,0.00000012,-0.00001119,0.749733865,0.514678341,-3.55E-07,-7.97E-07,,,,1,118176,,0.000590473,,,,10125.23719,0,0,0.119532424
118219,,,,NN 3223,,,3.419638,-1.818863,16.129,251.09,-864.26,0,16.12,15.082,DZ9,0.8,10.08065,12.580265,-0.511931,-0.00001665,0.00001061,-0.00006754,0.895259197,-0.031745148,1.22E-06,-4.19E-06,,,,1,118219,,8.08E-05,,,,5280.671927,5280.671927,0.010758012,0.067715636
118490,,,,NN 3455,,,7.602564,-51.913906,16.129,400.2,460.37,0,12.45,11.412,m,,-4.053308,9.085985,-12.69489,-0.00004012,0.00001313,0.0000222,1.99034661,-0.90606858,1.94E-06,2.23E-06,,,,1,118490,,0.002372466,,,,10125.23719,0,0,0.17785134
118584,,,,GJ 1118,,,8.984767,-31.220976,16.129,687.09,-726.57,50,13.8,12.762,k-m,1.64,-9.716045,9.793298,-8.361633,-0.00004821,-0.00002768,-0.00007509,2.352206583,-0.544908833,3.33E-06,-3.52E-06,,,,1,118584,,0.000684227,,,,3594.399505,3594.399505,0.067569724,0.124672735
118605,,,,NN 3540,,,9.200896,27.907734,16.129,-193.7,-439.18,0,12.29,11.252,m,1.56,-10.594398,9.534857,7.549164,-0.00000182,0.00002201,-0.00003034,2.408789004,0.487081847,-9.39E-07,-2.13E-06,,,,1,118605,,0.00274916,,,,3705.436013,3705.436013,0.12744597,0.185499551
118655,,,,NN 3573,,,9.940805,22.650833,16.129,-458.53,-265.8,0,14.2,13.162,m,,-12.773795,7.641466,6.211508,0.00001153,0.00003488,-0.00001918,2.602496536,0.395331614,-0.000002223,-1.29E-06,,,,1,118655,,0.000473369,,,,10125.23719,0,0,0.112216596
118795,,,,NN 3702,,,12.066222,-33.024043,16.129,-756.63,71.52,0,14,12.962,M4.5,,-13.521206,-0.233962,-8.790159,-0.00000408,0.0000591,0.00000469,3.158929567,-0.576378277,-3.67E-06,3.47E-07,,,,1,118795,,0.000569115,,,,10125.23719,0,0,0.118280811
118832,,,,GJ 1161B,,,12.59377,-34.904828,16.129,-208.01,-71.62,0,11.91,10.872,,1.6,-13.067981,-2.047772,-9.229255,0.00000065,0.00001656,-0.00000459,3.297041157,-0.609204174,-1.01E-06,-3.47E-07,,,Cen,2,61258,GJ 1161,0.003901216,,,,3649.041928,3649.041928,0.156547821,0.205008292
118867,,,,NN 3764,,,13.155285,-40.151517,16.129,726.07,-942.82,0,12.86,11.822,M3.5,1.6,-11.768287,-3.672709,-10.400159,0.00006227,-0.00004005,-0.00005636,3.444045478,-0.700776172,3.52E-06,-4.57E-06,,,,1,118867,,0.001626298,,,,3649.041928,3649.041928,0.101075778,0.159661438
118930,,,,NN 3813,,,13.876868,14.418929,16.129,48.49,-306.18,0,11.63,10.592,M2,1.5,-13.772845,-7.370406,4.01628,-0.00000347,-0.00000616,-0.00002319,3.63295543,0.25165778,2.35E-07,-1.48E-06,,,Boo,1,118930,,0.005048938,,,,3793.506494,3793.506494,0.164787054,0.220684301
119000,,,,NN 3884,,,15.019706,7.162501,16.129,-491.79,-90.26,0,12.73,11.692,M3.5,1.49,-11.257409,-11.374144,2.011027,-0.00002795,0.00002642,-0.000007,3.932149755,0.125009234,-2.38E-06,-4.38E-07,,,,1,119000,,0.001833158,,,,3808.609875,3808.609875,0.098508046,0.165217906
119025,,,,NN 3910,,,15.531768,28.851056,16.129,-568.08,46.7,0,14.3,13.262,m,,-8.506697,-11.27869,7.782797,-0.00003441,0.00002815,0.0000032,4.066207346,0.503545923,-2.75E-06,2.26E-07,,,,1,119025,,0.000431718,,,,10125.23719,0,0,0.109302128
119072,,,,NN 3945,,,16.239315,-28.508955,16.129,-365.76,-369.62,0,12.96,11.922,M3.5,,-6.304351,-12.693929,-7.698309,-0.00001948,0.00002507,-0.0000254,4.251442779,-0.497575126,-1.77E-06,-1.79E-06,,,,1,119072,,0.001483201,,,,10125.23719,0,0,0.155514694
119211,,,,GJ 1226,,,18.349223,-1.054264,16.129,-505.36,-954.47,50,12.71,11.672,M3.5,1.66,1.472545,-16.061465,-0.29681,-0.0000348,-0.00005318,-0.00007555,4.803815247,-0.018400385,-2.45E-06,-4.63E-06,,,,1,119211,,0.001867239,,,,3567.709122,3567.709122,0.113298931,0.16608975
119417,,,,NN 4198,,,21.513556,-40.723635,16.129,1024.18,-1394.26,0,13.19,12.152,M3,1.62,9.724578,-7.406028,-10.522738,-0.00000801,0.00010679,-0.00008264,5.632235872,-0.710761512,4.97E-06,-6.76E-06,,,,1,119417,,0.001200052,,,,3621.507053,3621.507053,0.088150767,0.146381345
119504,,,,GJ 1269B,,,22.468788,12.248353,16.129,199.88,-6.98,0,10.1,9.062,,,14.512292,-6.150574,3.421761,0.00000621,0.00001434,-0.00000053,5.882314953,0.21377409,0.000000969,-3.38E-08,,,Peg,2,110554,GJ 1269,0.020663315,,,,10125.23719,0,0,0.330087114
119156,,,,Gl 676B,,,17.504494,-51.636093,16.1342,-251.15,-145,0,13.31,12.271,m,1.51,-1.295745,-9.929569,-12.650578,-0.00001833,0.00001136,-0.00000704,4.582665797,-0.901219838,-1.22E-06,-0.000000703,,,,2,85387,Gl 676,0.001075474,,,,3778.527101,3778.527101,0.076658375,0.141868406
65150,65355,116443,,NN 3782B,,,13.394679,2.725278,16.1421,4.58,202.86,0,7.35,6.31,G5,0.869,-15.060939,-5.757294,0.767511,0.00000083,-0.00000007,0.00001586,3.506718755,0.047565082,2.22E-08,9.83E-07,,,Vir,2,65150,NN 3782,0.260615355,,,,5081.006126,5081.006126,0.659941285,0.680993328
118279,,,,Gl 165A,,,4.219686,50.529608,16.1551,-400.24,-205.69,0,13.67,12.628,M3.5,1.75,4.61553,9.173809,12.470981,0.00003359,-0.00000297,-0.00001024,1.104711175,0.881908026,-1.94E-06,-9.97E-07,,,,1,118279,Gl 165,0.000774105,,,,3452.508366,3452.508366,0.077899594,0.129147403
61098,61291,109200,,Gl 472,,,12.558873,-68.755807,16.176,-545.37,-311.73,0.3,7.13,6.086,K0V,0.836,-5.79868,-0.854286,-15.076756,0.00001619,0.00004561,-0.00000914,3.287905316,-1.200015208,-0.000002644,-1.51E-06,,,Mus,1,61098,,0.32033176,,,,5174.460898,5174.460898,0.705463447,0.722341983
118968,,,,GJ 1183A,,,14.465396,-0.376271,16.1812,-399.49,92.23,0,13.95,12.905,m,1.65,-12.925841,-9.733579,-0.106264,-0.00001889,0.000025,0.00000723,3.787031719,-0.006567163,-1.94E-06,4.47E-07,,,,1,118968,GJ 1183,0.000599791,,,,3581.00279,3581.00279,0.063737553,0.120068354
118969,,,,GJ 1183B,,,14.465673,-0.374592,16.1812,-399.49,92.23,0,14.03,12.985,m,1.68,-12.925137,-9.73452,-0.10579,-0.00001889,0.000025,0.00000723,3.787104358,-0.006537865,-1.94E-06,4.47E-07,,,,2,118968,GJ 1183,0.000557186,,,,3541.426071,3541.426071,0.062812846,0.11756709
52190,52341,,,GJ 1136A,,,10.697736,-36.633372,16.1838,-90.04,68.08,0,10.19,9.145,K7V,1.46,-12.239524,4.342422,-9.65675,-0.00000064,0.00000772,0.00000429,2.800660739,-0.639372953,-4.37E-07,3.30E-07,,,Ant,1,52190,GJ 1136,0.019142559,,10.355,10.095,3854.680056,3854.680056,0.310762108,0.322955627
108407,108752,,,Gl 844,,,22.030288,16.467452,16.1838,392.28,154,-14.8,10.65,9.605,M2,1.498,13.501678,-7.653087,4.587594,-0.00000043,0.00003562,0.0000073,5.767515837,0.287411258,1.90E-06,7.47E-07,,,Peg,1,108407,,0.012531412,,10.692,10.562,3796.5172,3796.5172,0.259199402,0.286135295
118516,,,,Gl 294B,,,7.96492,-60.297827,16.1917,508.26,109.89,0,9.88,8.834,k,1.34,-3.948324,6.984045,-14.064317,-0.00003842,-0.0000131,0.00000427,2.08521121,-1.052395612,2.46E-06,5.33E-07,,,Car,2,38795,Gl 294,0.025491771,,,,4051.195837,4051.195837,0.324667087,0.350498139
118517,,,,Gl 294C,,,7.96492,-60.297827,16.1917,508.26,109.89,0,13.5,12.454,,,-3.948324,6.984045,-14.064317,-0.00003842,-0.0000131,0.00000427,2.08521121,-1.052395612,2.46E-06,5.33E-07,,,,3,38795,Gl 294,0.000908657,,,,10125.23719,0,0,0.135198359
92163,92451,,,NN 4079,,,18.840718,-62.051034,16.1943,90.39,59.71,0,10.74,9.693,M3,1.48,1.657138,-7.406914,-14.305485,0.00000783,-0.00000249,0.0000022,4.932488476,-1.082994843,4.38E-07,2.89E-07,,,Pav,1,92163,,0.0115558,,10.818,10.678,3823.838842,3823.838842,0.245361028,0.279585272
